date,origin_station,day_type,ridership
2025-12-27,San Bruno,Saturday,247.5171779093639
2025-12-27,San Carlos,Saturday,388.1539576801358
2025-12-27,San Francisco,Saturday,4054.036813089804
2025-12-27,San Jose Diridon,Saturday,1203.91970887942
2025-12-27,San Martin,Saturday,0.0
2025-12-27,San Mateo,Saturday,665.3145478943975
2025-12-27,Santa Clara,Saturday,586.0062289124331
2025-12-27,South San Francisco,Saturday,267.8855523263515
2025-12-27,Sunnyvale,Saturday,1000.719609660182
2025-12-27,Tamien,Saturday,17.011089569728803
2025-12-28,22nd Street,Sunday,446.28180040360917
2025-12-28,Bayshore,Sunday,140.20422308614832
2025-12-28,Belmont,Sunday,277.15410357801125
2025-12-28,Blossom Hill,Sunday,0.0
2025-12-28,Broadway,Sunday,113.89226923142772
2025-12-28,Burlingame,Sunday,337.2698639118737
2025-12-28,California Ave,Sunday,411.73874449345163
2025-12-28,Capitol,Sunday,0.0
2025-12-28,College Park,Sunday,0.03934448790134497
2025-12-28,Gilroy,Sunday,0.0
2025-12-28,Hayward Park,Sunday,180.14365213276926
2025-12-28,Hillsdale,Sunday,540.7367938197303
2025-12-28,Lawrence,Sunday,318.25813849933866
2025-12-28,Menlo Park,Sunday,423.5969170075406
2025-12-28,Millbrae,Sunday,1057.8514724267743
2025-12-28,Morgan Hill,Sunday,0.0
2025-12-28,Mountain View,Sunday,1305.1084130658644
2025-12-28,Palo Alto,Sunday,1024.5403454670234
2025-12-28,Redwood City,Sunday,763.6282347553679
2025-12-28,San Antonio,Sunday,378.55535523085075
2025-12-28,San Bruno,Sunday,220.39242727491592
2025-12-28,San Carlos,Sunday,303.89815266642427
2025-12-28,San Francisco,Sunday,3783.9220276218734
2025-12-28,San Jose Diridon,Sunday,959.905528180582
2025-12-28,San Martin,Sunday,0.0
2025-12-28,San Mateo,Sunday,581.3679820954279
2025-12-28,Santa Clara,Sunday,543.682194764808
2025-12-28,South San Francisco,Sunday,230.07275748802104
2025-12-28,Sunnyvale,Sunday,741.9567755694584
2025-12-28,Tamien,Sunday,4.273333406999068
2025-12-29,22nd Street,Weekday,1057.851036952659
2025-12-29,Bayshore,Weekday,205.23566899093936
2025-12-29,Belmont,Weekday,520.3084152850965
2025-12-29,Blossom Hill,Weekday,37.35813885173954
2025-12-29,Burlingame,Weekday,625.977523102221
2025-12-29,California Ave,Weekday,700.4784726315322
2025-12-29,Capitol,Weekday,32.191808459819384
2025-12-29,College Park,Weekday,1.210172317695079
2025-12-29,Gilroy,Weekday,71.65330514927595
2025-12-29,Hayward Park,Weekday,299.2997131285485
2025-12-29,Hillsdale,Weekday,1054.2358575935586
2025-12-29,Lawrence,Weekday,534.7187075687767
2025-12-29,Menlo Park,Weekday,615.5051038782411
2025-12-29,Millbrae,Weekday,1410.8414180336297
2025-12-29,Morgan Hill,Weekday,58.3765787395599
2025-12-29,Mountain View,Weekday,1780.3217233657115
2025-12-29,Palo Alto,Weekday,2187.374429280054
2025-12-29,Redwood City,Weekday,1525.4128355941239
2025-12-29,San Antonio,Weekday,568.3684767007414
2025-12-29,San Bruno,Weekday,337.1887602491612
2025-12-29,San Carlos,Weekday,539.802299767833
2025-12-29,San Francisco,Weekday,5501.990452189646
2025-12-29,San Jose Diridon,Weekday,1803.0804010846578
2025-12-29,San Martin,Weekday,10.5473395774397
2025-12-29,San Mateo,Weekday,1026.702581339837
2025-12-29,Santa Clara,Weekday,843.7796174358007
2025-12-29,South San Francisco,Weekday,595.888864345735
2025-12-29,Sunnyvale,Weekday,1426.8779257301537
2025-12-29,Tamien,Weekday,31.8214970930807
2025-12-30,22nd Street,Weekday,1170.5201976967514
2025-12-30,Bayshore,Weekday,242.43987969860612
2025-12-30,Belmont,Weekday,604.7902954026164
2025-12-30,Blossom Hill,Weekday,35.88177749406078
2025-12-30,Burlingame,Weekday,693.558812685087
2025-12-30,California Ave,Weekday,752.3595742861686
2025-12-30,Capitol,Weekday,27.802156558076735
2025-12-30,College Park,Weekday,0.2592326551644467
2025-12-30,Gilroy,Weekday,85.91703977380782
2025-12-30,Hayward Park,Weekday,366.4126956604112
2025-12-30,Hillsdale,Weekday,1139.1666946051923
2025-12-30,Lawrence,Weekday,556.0260991869714
2025-12-30,Menlo Park,Weekday,696.4765244774314
2025-12-30,Millbrae,Weekday,1542.1857068551305
2025-12-30,Morgan Hill,Weekday,59.64915343902306
2025-12-30,Mountain View,Weekday,2041.1690062863258
2025-12-30,Palo Alto,Weekday,2420.2484223569286
2025-12-30,Redwood City,Weekday,1782.691967700287
2025-12-30,San Antonio,Weekday,682.720703958538
2025-12-30,San Bruno,Weekday,405.3609026986326
2025-12-30,San Carlos,Weekday,586.8432536991725
2025-12-30,San Francisco,Weekday,6313.8957973059105
2025-12-30,San Jose Diridon,Weekday,1976.4991778828144
2025-12-30,San Martin,Weekday,14.156792998728587
2025-12-30,San Mateo,Weekday,1255.1859131382264
2025-12-30,Santa Clara,Weekday,873.8614253256809
2025-12-30,South San Francisco,Weekday,671.1365260513852
2025-12-30,Sunnyvale,Weekday,1579.1105806172754
2025-12-30,Tamien,Weekday,37.962071779563864
2025-12-31,22nd Street,Weekday,800.7186452746191
2025-12-31,Bayshore,Weekday,183.93265878004235
2025-12-31,Belmont,Weekday,479.8919250291895
2025-12-31,Blossom Hill,Weekday,30.188926610113498
2025-12-31,Burlingame,Weekday,507.8866491315236
2025-12-31,California Ave,Weekday,719.3576545508485
2025-12-31,Capitol,Weekday,22.31568179720022
2025-12-31,College Park,Weekday,1.2324160333451517
2025-12-31,Gilroy,Weekday,59.798760918182325
2025-12-31,Hayward Park,Weekday,300.7999299259475
2025-12-31,Hillsdale,Weekday,909.4352754375195
2025-12-31,Lawrence,Weekday,540.2234402617574
2025-12-31,Menlo Park,Weekday,655.0613170286039
2025-12-31,Millbrae,Weekday,1266.0764222587532
2025-12-31,Morgan Hill,Weekday,45.06235650404394
2025-12-31,Mountain View,Weekday,1860.8962731604438
2025-12-31,Palo Alto,Weekday,1900.1870770840121
2025-12-31,Redwood City,Weekday,1472.04845774037
2025-12-31,San Antonio,Weekday,577.9248689684182
2025-12-31,San Bruno,Weekday,323.6706041211782
2025-12-31,San Carlos,Weekday,454.55871809212266
2025-12-31,San Francisco,Weekday,4319.089358084911
2025-12-31,San Jose Diridon,Weekday,2207.416207524729
2025-12-31,San Martin,Weekday,11.481701689200547
2025-12-31,San Mateo,Weekday,877.6562038356512
2025-12-31,Santa Clara,Weekday,864.8740570898786
2025-12-31,South San Francisco,Weekday,566.3034832849746
2025-12-31,Sunnyvale,Weekday,1581.5446822866593
2025-12-31,Tamien,Weekday,31.074594251625445
2026-01-01,22nd Street,Holiday,670.1187004998775
2026-01-01,Bayshore,Holiday,70.96751467116984
2026-01-01,Belmont,Holiday,178.94343553012212
2026-01-01,Blossom Hill,Holiday,0.11348082646164885
2026-01-01,Burlingame,Holiday,257.46872960567435
2026-01-01,California Ave,Holiday,244.17270677621775
2026-01-01,Capitol,Holiday,0.20568399796173856
2026-01-01,College Park,Holiday,0.0
2026-01-01,Gilroy,Holiday,0.1631286880386202
2026-01-01,Hayward Park,Holiday,72.02221015670312
2026-01-01,Hillsdale,Holiday,238.62567510907658
2026-01-01,Lawrence,Holiday,163.73639647713264
2026-01-01,Menlo Park,Holiday,217.88717971156066
2026-01-01,Millbrae,Holiday,777.8013741721326
2026-01-01,Morgan Hill,Holiday,0.2127765496155916
2026-01-01,Mountain View,Holiday,514.9254775870269
2026-01-01,Palo Alto,Holiday,493.8697012292636
2026-01-01,Redwood City,Holiday,467.06425609467857
2026-01-01,San Antonio,Holiday,200.0754547407771
2026-01-01,San Bruno,Holiday,121.66401815567292
2026-01-01,San Carlos,Holiday,171.09851265796092
2026-01-01,San Francisco,Holiday,2602.888094647316
2026-01-01,San Jose Diridon,Holiday,636.7194687856708
2026-01-01,San Martin,Holiday,0.0
2026-01-01,San Mateo,Holiday,269.35037784905523
2026-01-01,Santa Clara,Holiday,341.8538921089769
2026-01-01,South San Francisco,Holiday,135.9865745985279
2026-01-01,Sunnyvale,Holiday,459.7610644235718
2026-01-01,Tamien,Holiday,0.2677438249329528
2026-01-02,22nd Street,Weekday,837.5858039173912
2026-01-02,Bayshore,Weekday,177.4176453045431
2026-01-02,Belmont,Weekday,447.5554127927704
2026-01-02,Blossom Hill,Weekday,16.825149099185655
2026-01-02,Burlingame,Weekday,536.1295592458484
2026-01-02,California Ave,Weekday,557.1364137965203
2026-01-02,Capitol,Weekday,15.740968515001349
2026-01-02,College Park,Weekday,1.6665165170843028
2026-01-02,Gilroy,Weekday,34.756522496944974
2026-01-02,Hayward Park,Weekday,257.7727213798754
2026-01-02,Hillsdale,Weekday,903.550965159745
2026-01-02,Lawrence,Weekday,371.987053218723
2026-01-02,Menlo Park,Weekday,518.2287679873625
2026-01-02,Millbrae,Weekday,1285.6640490792427
2026-01-02,Morgan Hill,Weekday,38.29843177168358
2026-01-02,Mountain View,Weekday,1524.6987061617608
2026-01-02,Palo Alto,Weekday,1646.4173188991422
2026-01-02,Redwood City,Weekday,1347.110657827836
2026-01-02,San Antonio,Weekday,491.68611658417007
2026-01-02,San Bruno,Weekday,343.2683030966462
2026-01-02,San Carlos,Weekday,553.3489549214459
2026-01-02,San Francisco,Weekday,5221.310754427202
2026-01-02,San Jose Diridon,Weekday,1407.8222277878556
2026-01-02,San Martin,Weekday,6.433527962469202
2026-01-02,San Mateo,Weekday,977.3426536753115
2026-01-02,Santa Clara,Weekday,684.9561378394833
2026-01-02,South San Francisco,Weekday,548.4776573300887
2026-01-02,Sunnyvale,Weekday,1188.7191210864523
2026-01-02,Tamien,Weekday,26.43170026533414
2026-01-03,22nd Street,Saturday,605.1290262948822
2026-01-03,Bayshore,Saturday,131.0173019306398
2026-01-03,Belmont,Saturday,360.65581665415124
2026-01-03,Blossom Hill,Saturday,0.0
2026-01-03,Broadway,Saturday,134.82561771132586
2026-01-03,Burlingame,Saturday,389.5975678413862
2026-01-03,California Ave,Saturday,448.0754800201624
2026-01-03,Capitol,Saturday,0.0
2026-01-03,College Park,Saturday,0.08098147085625568
2026-01-03,Gilroy,Saturday,0.0
2026-01-03,Hayward Park,Saturday,159.3671331469669
2026-01-03,Hillsdale,Saturday,523.9549110643059
2026-01-03,Lawrence,Saturday,305.93794504182796
2026-01-03,Menlo Park,Saturday,426.953829333277
2026-01-03,Millbrae,Saturday,1171.1345633206176
2026-01-03,Morgan Hill,Saturday,0.0
2026-01-03,Mountain View,Saturday,1302.0178095397364
2026-01-03,Palo Alto,Saturday,1032.2801846374318
2026-01-03,Redwood City,Saturday,846.0272272817103
2026-01-03,San Antonio,Saturday,423.9744778984881
2026-01-03,San Bruno,Saturday,282.2962066448129
2026-01-03,San Carlos,Saturday,398.60157149868843
2026-01-03,San Francisco,Saturday,3830.122831132933
2026-01-03,San Jose Diridon,Saturday,1263.015447464784
2026-01-03,San Martin,Saturday,0.0
2026-01-03,San Mateo,Saturday,674.7352719125633
2026-01-03,Santa Clara,Saturday,548.9583252509813
2026-01-03,South San Francisco,Saturday,264.11903932393494
2026-01-03,Sunnyvale,Saturday,789.874616478638
2026-01-03,Tamien,Saturday,12.79886398565999
2026-01-04,22nd Street,Sunday,377.1285049150097
2026-01-04,Bayshore,Sunday,72.62192293749023
2026-01-04,Belmont,Sunday,165.87532583843026
2026-01-04,Blossom Hill,Sunday,0.0
2026-01-04,Broadway,Sunday,50.84373211309824
2026-01-04,Burlingame,Sunday,219.10254234964017
2026-01-04,California Ave,Sunday,270.9556153733407
2026-01-04,Capitol,Sunday,0.0
2026-01-04,College Park,Sunday,0.0539876472375038
2026-01-04,Gilroy,Sunday,0.0
2026-01-04,Hayward Park,Sunday,78.31749697515696
2026-01-04,Hillsdale,Sunday,334.69872840794557
2026-01-04,Lawrence,Sunday,196.76171522858007
2026-01-04,Menlo Park,Sunday,288.27059463651193
2026-01-04,Millbrae,Sunday,1050.3942139118055
2026-01-04,Morgan Hill,Sunday,0.0
2026-01-04,Mountain View,Sunday,592.9133238874578
2026-01-04,Palo Alto,Sunday,716.7695282864395
2026-01-04,Redwood City,Sunday,494.59044773717403
2026-01-04,San Antonio,Sunday,223.79844388759028
2026-01-04,San Bruno,Sunday,154.30148214610716
2026-01-04,San Carlos,Sunday,182.22577438840256
2026-01-04,San Francisco,Sunday,2133.1020122348536
2026-01-04,San Jose Diridon,Sunday,623.792997710474
2026-01-04,San Martin,Sunday,0.0
2026-01-04,San Mateo,Sunday,366.3789543783623
2026-01-04,Santa Clara,Sunday,419.3883448424136
2026-01-04,South San Francisco,Sunday,191.90319001915913
2026-01-04,Sunnyvale,Sunday,475.9458683133043
2026-01-04,Tamien,Sunday,4.140500229004422
2026-01-05,22nd Street,Weekday,1183.2104339399039
2026-01-05,Bayshore,Weekday,166.03102307669496
2026-01-05,Belmont,Weekday,551.0204046051641
2026-01-05,Blossom Hill,Weekday,58.16656411052062
2026-01-05,Burlingame,Weekday,550.0440097239547
2026-01-05,California Ave,Weekday,731.9220983610572
2026-01-05,Capitol,Weekday,24.809360643461268
2026-01-05,College Park,Weekday,1.5348822556796293
2026-01-05,Gilroy,Weekday,91.29825597493574
2026-01-05,Hayward Park,Weekday,333.3462829593728
2026-01-05,Hillsdale,Weekday,1190.1731974852737
2026-01-05,Lawrence,Weekday,586.2787515227328
2026-01-05,Menlo Park,Weekday,682.3983125087835
2026-01-05,Millbrae,Weekday,1439.0540128701377
2026-01-05,Morgan Hill,Weekday,99.25561382214093
2026-01-05,Mountain View,Weekday,1893.5715879250106
2026-01-05,Palo Alto,Weekday,2902.62453459011
2026-01-05,Redwood City,Weekday,1727.9770562674864
2026-01-05,San Antonio,Weekday,624.6783329880794
2026-01-05,San Bruno,Weekday,325.7367849111644
2026-01-05,San Carlos,Weekday,605.9705818315656
2026-01-05,San Francisco,Weekday,6016.6697425611665
2026-01-05,San Jose Diridon,Weekday,1762.992450531222
2026-01-05,San Martin,Weekday,31.112975213335336
2026-01-05,San Mateo,Weekday,1159.850600230799
2026-01-05,Santa Clara,Weekday,875.1436809521501
2026-01-05,South San Francisco,Weekday,649.890344978017
2026-01-05,Sunnyvale,Weekday,1437.1901733201462
2026-01-05,Tamien,Weekday,57.291746012571295
2026-01-06,22nd Street,Weekday,1653.86059485422
2026-01-06,Bayshore,Weekday,213.13175782548922
2026-01-06,Belmont,Weekday,790.1957347542763
2026-01-06,Blossom Hill,Weekday,98.59348275225848
2026-01-06,Burlingame,Weekday,749.397716071774
2026-01-06,California Ave,Weekday,1041.9241143851154
2026-01-06,Capitol,Weekday,42.742141672616384
2026-01-06,College Park,Weekday,69.38005803924155
2026-01-06,Gilroy,Weekday,122.20686670034733
2026-01-06,Hayward Park,Weekday,458.9110656908138
2026-01-06,Hillsdale,Weekday,2079.4654460995453
2026-01-06,Lawrence,Weekday,896.5095507350325
2026-01-06,Menlo Park,Weekday,1008.60109873633
2026-01-06,Millbrae,Weekday,1901.1022042994277
2026-01-06,Morgan Hill,Weekday,155.81102945188962
2026-01-06,Mountain View,Weekday,2707.004542483194
2026-01-06,Palo Alto,Weekday,3748.739541100178
2026-01-06,Redwood City,Weekday,2395.300840059644
2026-01-06,San Antonio,Weekday,881.0214098324677
2026-01-06,San Bruno,Weekday,446.56543903864326
2026-01-06,San Carlos,Weekday,793.71250654515
2026-01-06,San Francisco,Weekday,8349.427334323427
2026-01-06,San Jose Diridon,Weekday,2687.8699867044415
2026-01-06,San Martin,Weekday,31.896588872920127
2026-01-06,San Mateo,Weekday,1549.0447604367994
2026-01-06,Santa Clara,Weekday,1113.9653153645913
2026-01-06,South San Francisco,Weekday,887.5305263377189
2026-01-06,Sunnyvale,Weekday,2180.9705466537434
2026-01-06,Tamien,Weekday,97.44498335601008
2026-01-07,22nd Street,Weekday,1695.838183450444
2026-01-07,Bayshore,Weekday,207.82831387846576
2026-01-07,Belmont,Weekday,829.3788660309062
2026-01-07,Blossom Hill,Weekday,100.08353755023258
2026-01-07,Burlingame,Weekday,813.0865478914137
2026-01-07,California Ave,Weekday,1087.3327528439631
2026-01-07,Capitol,Weekday,45.45230382810096
2026-01-07,College Park,Weekday,71.88093281867317
2026-01-07,Gilroy,Weekday,128.1222527250932
2026-01-07,Hayward Park,Weekday,447.56763312378155
2026-01-07,Hillsdale,Weekday,2123.7372244720395
2026-01-07,Lawrence,Weekday,887.1537102672651
2026-01-07,Menlo Park,Weekday,1017.0527128731372
2026-01-07,Millbrae,Weekday,1752.5707388040626
2026-01-07,Morgan Hill,Weekday,149.3709359648907
2026-01-07,Mountain View,Weekday,2707.2627182479705
2026-01-07,Palo Alto,Weekday,4096.107853022143
2026-01-07,Redwood City,Weekday,2417.365857352797
2026-01-07,San Antonio,Weekday,907.1266182710899
2026-01-07,San Bruno,Weekday,466.5231360951732
2026-01-07,San Carlos,Weekday,782.1135678928243
2026-01-07,San Francisco,Weekday,8571.872615304432
2026-01-07,San Jose Diridon,Weekday,2414.8070290859496
2026-01-07,San Martin,Weekday,44.55511568178015
2026-01-07,San Mateo,Weekday,1637.078847081139
2026-01-07,Santa Clara,Weekday,1082.1627483106997
2026-01-07,South San Francisco,Weekday,977.4376793124253
2026-01-07,Sunnyvale,Weekday,2153.19809513065
2026-01-07,Tamien,Weekday,82.13310178329525
2026-01-08,22nd Street,Weekday,1647.9198930503537
2026-01-08,Bayshore,Weekday,204.42522183085353
2026-01-08,Belmont,Weekday,777.300647230095
2026-01-08,Blossom Hill,Weekday,86.87266860722758
2026-01-08,Burlingame,Weekday,767.4326204202176
2026-01-08,California Ave,Weekday,1015.2890733737651
2026-01-08,Capitol,Weekday,41.92549875434145
2026-01-08,College Park,Weekday,66.97489859110895
2026-01-08,Gilroy,Weekday,105.87532193652206
2026-01-08,Hayward Park,Weekday,455.9697467709149
2026-01-08,Hillsdale,Weekday,2057.2831154330556
2026-01-08,Lawrence,Weekday,883.492730411235
2026-01-08,Menlo Park,Weekday,974.8902637919317
2026-01-08,Millbrae,Weekday,1763.9060724738983
2026-01-08,Morgan Hill,Weekday,152.4693656446329
2026-01-08,Mountain View,Weekday,2687.3710095620236
2026-01-08,Palo Alto,Weekday,4064.9365911017644
2026-01-08,Redwood City,Weekday,2359.7805897215344
2026-01-08,San Antonio,Weekday,829.1544808490906
2026-01-08,San Bruno,Weekday,461.97942249406
2026-01-08,San Carlos,Weekday,776.4538160425595
2026-01-08,San Francisco,Weekday,8421.866703555
2026-01-08,San Jose Diridon,Weekday,2448.2659999065277
2026-01-08,San Martin,Weekday,42.4705084708596
2026-01-08,San Mateo,Weekday,1537.6311403630652
2026-01-08,Santa Clara,Weekday,1046.304852025269
2026-01-08,South San Francisco,Weekday,849.7821928512989
2026-01-08,Sunnyvale,Weekday,2126.2122665737897
2026-01-08,Tamien,Weekday,77.76880056907656
2026-01-09,22nd Street,Weekday,1271.1782047958286
2026-01-09,Bayshore,Weekday,182.73822202003504
2026-01-09,Belmont,Weekday,709.9647486674099
2026-01-09,Blossom Hill,Weekday,36.328591936302104
2026-01-09,Burlingame,Weekday,760.3226301542599
2026-01-09,California Ave,Weekday,905.8773563516316
2026-01-09,Capitol,Weekday,27.881935451627122
2026-01-09,College Park,Weekday,31.226838074390713
2026-01-09,Gilroy,Weekday,74.43272415933781
2026-01-09,Hayward Park,Weekday,381.96809340726827
2026-01-09,Hillsdale,Weekday,1471.1919976152158
2026-01-09,Lawrence,Weekday,612.0583011780639
2026-01-09,Menlo Park,Weekday,896.2193273724973
2026-01-09,Millbrae,Weekday,1505.3022389955743
2026-01-09,Morgan Hill,Weekday,86.49831405518579
2026-01-09,Mountain View,Weekday,2086.246712002943
2026-01-09,Palo Alto,Weekday,3436.552770269112
2026-01-09,Redwood City,Weekday,1946.5735790247368
2026-01-09,San Antonio,Weekday,731.5167805433998
2026-01-09,San Bruno,Weekday,382.1052855513356
2026-01-09,San Carlos,Weekday,650.5681377115094
2026-01-09,San Francisco,Weekday,6521.87042149272
2026-01-09,San Jose Diridon,Weekday,1877.6260277116373
2026-01-09,San Martin,Weekday,20.65981367675492
2026-01-09,San Mateo,Weekday,1329.8558418749478
2026-01-09,Santa Clara,Weekday,900.7074330731629
2026-01-09,South San Francisco,Weekday,668.1617044394973
2026-01-09,Sunnyvale,Weekday,1593.408631992646
2026-01-09,Tamien,Weekday,48.924640813531155
2026-01-10,22nd Street,Saturday,756.2698758756015
2026-01-10,Bayshore,Saturday,141.00057084560393
2026-01-10,Belmont,Saturday,343.41523875729774
2026-01-10,Blossom Hill,Saturday,0.0
2026-01-10,Broadway,Saturday,108.90985373403156
2026-01-10,Burlingame,Saturday,481.6589037045841
2026-01-10,California Ave,Saturday,562.5480184192368
2026-01-10,Capitol,Saturday,0.0
2026-01-10,College Park,Saturday,0.08098147085625568
2026-01-10,Gilroy,Saturday,0.0
2026-01-10,Hayward Park,Saturday,235.01519607572993
2026-01-10,Hillsdale,Saturday,706.8663089808243
2026-01-10,Lawrence,Saturday,352.99973451661623
2026-01-10,Menlo Park,Saturday,670.436652464351
2026-01-10,Millbrae,Saturday,1093.918691929968
2026-01-10,Morgan Hill,Saturday,0.0
2026-01-10,Mountain View,Saturday,1050.7561147603567
2026-01-10,Palo Alto,Saturday,1520.8254254118424
2026-01-10,Redwood City,Saturday,1089.689997975208
2026-01-10,San Antonio,Saturday,539.7861918063502
2026-01-10,San Bruno,Saturday,275.24151090346174
2026-01-10,San Carlos,Saturday,374.7245190162292
2026-01-10,San Francisco,Saturday,4583.132256861441
2026-01-10,San Jose Diridon,Saturday,1427.201739662676
2026-01-10,San Martin,Saturday,0.0
2026-01-10,San Mateo,Saturday,753.4522839469853
2026-01-10,Santa Clara,Saturday,745.6017445910472
2026-01-10,South San Francisco,Saturday,340.12929654597656
2026-01-10,Sunnyvale,Saturday,1087.8060893306824
2026-01-10,Tamien,Saturday,5.535361055438291
2026-01-11,,Sunday,1.2754491017964074
2026-01-11,22nd Street,Sunday,567.8483873934508
2026-01-11,Bayshore,Sunday,113.24956982952509
2026-01-11,Belmont,Sunday,265.63914818292653
2026-01-11,Blossom Hill,Sunday,0.0
2026-01-11,Broadway,Sunday,91.0660912919999
2026-01-11,Burlingame,Sunday,382.0946515998123
2026-01-11,California Ave,Sunday,449.81039900217854
2026-01-11,Capitol,Sunday,0.0
2026-01-11,College Park,Sunday,0.0539876472375038
2026-01-11,Gilroy,Sunday,0.0
2026-01-11,Hayward Park,Sunday,171.85065414131273
2026-01-11,Hillsdale,Sunday,535.9155638742974
2026-01-11,Lawrence,Sunday,297.520322107798
2026-01-11,Menlo Park,Sunday,455.111768964169
2026-01-11,Millbrae,Sunday,993.0666358762148
2026-01-11,Morgan Hill,Sunday,0.0
2026-01-11,Mountain View,Sunday,982.0476112323208
2026-01-11,Palo Alto,Sunday,1122.4311463586193
2026-01-11,Redwood City,Sunday,768.9176406423941
2026-01-11,San Antonio,Sunday,398.59247380700674
2026-01-11,San Bruno,Sunday,226.27974654140394
2026-01-11,San Carlos,Sunday,283.23729259713355
2026-01-11,San Francisco,Sunday,3799.4506560268005
2026-01-11,San Jose Diridon,Sunday,1173.4479060937417
2026-01-11,San Martin,Sunday,0.0
2026-01-11,San Mateo,Sunday,643.0283588955906
2026-01-11,Santa Clara,Sunday,537.1763609893359
2026-01-11,South San Francisco,Sunday,261.75488413062806
2026-01-11,Sunnyvale,Sunday,785.6721855856878
2026-01-11,Tamien,Sunday,7.418319382360235
2026-01-12,,Weekday,1.1174207338795865
2026-01-12,22nd Street,Weekday,1412.984032464859
2026-01-12,Bayshore,Weekday,203.12672694336828
2026-01-12,Belmont,Weekday,702.8070539738749
2026-01-12,Blossom Hill,Weekday,78.37835878336568
2026-01-12,Burlingame,Weekday,714.2523834283127
2026-01-12,California Ave,Weekday,945.3037965743271
2026-01-12,Capitol,Weekday,43.54873954320973
2026-01-12,College Park,Weekday,63.51848056411384
2026-01-12,Gilroy,Weekday,118.87151170108778
2026-01-12,Hayward Park,Weekday,418.3590705447932
2026-01-12,Hillsdale,Weekday,1589.2367176206897
2026-01-12,Lawrence,Weekday,737.1257033130664
2026-01-12,Menlo Park,Weekday,955.7864403685124
2026-01-12,Millbrae,Weekday,1590.8124141120213
2026-01-12,Morgan Hill,Weekday,136.70964450502964
2026-01-12,Mountain View,Weekday,2332.739761845273
2026-01-12,Palo Alto,Weekday,3955.2266891584864
2026-01-12,Redwood City,Weekday,2155.837392254361
2026-01-12,San Antonio,Weekday,778.9276155932761
2026-01-12,San Bruno,Weekday,434.01758346022547
2026-01-12,San Carlos,Weekday,678.9532223235352
2026-01-12,San Francisco,Weekday,7308.644461681026
2026-01-12,San Jose Diridon,Weekday,2020.7422149359481
2026-01-12,San Martin,Weekday,42.41945397110974
2026-01-12,San Mateo,Weekday,1427.391027308947
2026-01-12,Santa Clara,Weekday,957.091045128624
2026-01-12,South San Francisco,Weekday,813.0343040598625
2026-01-12,Sunnyvale,Weekday,1723.2969265605843
2026-01-12,Tamien,Weekday,76.55605962096071
2026-01-13,22nd Street,Weekday,1919.2123182940138
2026-01-13,Bayshore,Weekday,224.5281140640771
2026-01-13,Belmont,Weekday,879.9972838587584
2026-01-13,Blossom Hill,Weekday,100.74941118554243
2026-01-13,Burlingame,Weekday,884.7122169377271
2026-01-13,California Ave,Weekday,1202.5127464047503
2026-01-13,Capitol,Weekday,58.96120910170979
2026-01-13,College Park,Weekday,69.28085305044762
2026-01-13,Gilroy,Weekday,148.4056953900231
2026-01-13,Hayward Park,Weekday,501.02937473282327
2026-01-13,Hillsdale,Weekday,2514.2614921379472
2026-01-13,Lawrence,Weekday,1002.1690130094263
2026-01-13,Menlo Park,Weekday,1171.0802766030263
2026-01-13,Millbrae,Weekday,1945.0480849719584
2026-01-13,Morgan Hill,Weekday,183.7670335610444
2026-01-13,Mountain View,Weekday,2922.734724202497
2026-01-13,Palo Alto,Weekday,4653.02298070273
2026-01-13,Redwood City,Weekday,2657.6986165571398
2026-01-13,San Antonio,Weekday,997.6595245295251
2026-01-13,San Bruno,Weekday,581.5251848678503
2026-01-13,San Carlos,Weekday,951.6200447573324
2026-01-13,San Francisco,Weekday,9866.14266720594
2026-01-13,San Jose Diridon,Weekday,2652.7466105721774
2026-01-13,San Martin,Weekday,47.878007122899774
2026-01-13,San Mateo,Weekday,1748.9967614868883
2026-01-13,Santa Clara,Weekday,1215.1842628262154
2026-01-13,South San Francisco,Weekday,1025.8364303440123
2026-01-13,Sunnyvale,Weekday,2428.1171820616946
2026-01-13,Tamien,Weekday,95.85103270663018
2026-01-14,,Weekday,1.1105020828765628
2026-01-14,22nd Street,Weekday,1768.6557710114696
2026-01-14,Bayshore,Weekday,228.25319258626573
2026-01-14,Belmont,Weekday,857.4694851885756
2026-01-14,Blossom Hill,Weekday,93.88328452055177
2026-01-14,Burlingame,Weekday,835.8681767602304
2026-01-14,California Ave,Weekday,1144.3514596990763
2026-01-14,Capitol,Weekday,56.62618919997802
2026-01-14,College Park,Weekday,70.36442423403912
2026-01-14,Gilroy,Weekday,130.3812861287263
2026-01-14,Hayward Park,Weekday,500.33282919366917
2026-01-14,Hillsdale,Weekday,2273.75776863252
2026-01-14,Lawrence,Weekday,934.2861920718083
2026-01-14,Menlo Park,Weekday,1154.360377949812
2026-01-14,Millbrae,Weekday,1789.65977619832
2026-01-14,Morgan Hill,Weekday,162.9817120410756
2026-01-14,Mountain View,Weekday,2970.3736999984135
2026-01-14,Palo Alto,Weekday,4647.470309460215
2026-01-14,Redwood City,Weekday,2647.06836769648
2026-01-14,San Antonio,Weekday,967.3114485006168
2026-01-14,San Bruno,Weekday,492.39878134253127
2026-01-14,San Carlos,Weekday,878.3947515203203
2026-01-14,San Francisco,Weekday,9434.453974203938
